SequenceName	ClusterNumber
G000714705	282
G000956315	282
G000501755	282
G000501915	282
G000501895	282
G001660005	282
G001922545	282
G000501735	282
G000501215	282
G001598195	282
G000012065	282
G000500975	282
G000501155	282
G000501275	282
G000501615	282
G000501235	282
G000501695	282
G000501875	282
G000501595	282
G000501015	282
G000501675	282
G001830645	283
G001603165	283
G001896565	283
G000219725	283
G001830155	283
G000214355	283
G000214375	283
G000297095	283
G000325665	284
G000518245	284
G000092845	284
G001676785	284
G001800015	285
G000020145	285
G001799575	285
G001799775	285
G001800375	285
G001800245	285
G001871115	285
G001799795	285
G001799745	285
G001799565	285
G001799915	285
G000404445	-1
G000372285	286
G000401015	286
G000406005	286
G001805375	287
G001804395	287
G001805895	287
G001805765	287
G001805565	287
G001805855	287
G001804445	287
G001806075	287
G001806055	287
G001805575	287
G001805605	287
G001805775	287
G001805845	287
G001873045	288
G001805805	288
G001803975	288
G001871815	288
G001872775	288
G001804045	288
G001804165	288
G001804305	288
G001804255	288
G001804065	288
G001805365	288
G001804005	289
G000405945	289
G001804155	289
G001804205	289
G001804055	289
G001804315	289
G001804105	289
G001804225	289
G001871865	-1
G001804125	290
G001872105	290
G001874025	290
G001730085	-1
G001778315	-1
G001302825	291
G001828545	291
G001828415	291
G001824605	291
G001723765	291
G000315095	291
G001830285	291
G000949635	291
G000296795	291
G001828535	291
G001825655	291
G001828635	291
G001828645	291
G001830315	291
G001824485	291
G001825635	291
G001303695	292
G002007645	292
G001824635	292
G001999965	292
G001997385	292
G001825665	292
G001825715	292
G001824685	292
G001603075	292
G001824645	292
G001303465	292
G001304275	292
G001824675	292
G001828345	292
G001828265	293
G000255655	293
G001464525	293
G000092105	293
G001707835	293
G000181475	293
G001983935	293
G000165715	293
G900113665	293
G000153105	293
G000025185	293
G001642875	293
G001610875	293
G001642915	293
G000346295	293
G001642955	293
G000346505	293
G000346425	293
G001027925	293
G000346315	293
G000338295	293
G000304635	293
G000330745	293
G000196115	293
G000195185	293
G000171775	294
G000255705	294
G000186345	294
G000242455	294
G001610895	294
G001956985	294
G000284115	-1
G001828445	-1
G000170755	-1
G001603055	295
G001803205	295
G001803225	295
G001804785	295
G000172155	296
G000428305	296
G000739615	296
G900097105	296
G001683795	296
G900141815	296
G000378105	296
G000383735	296
G001647615	296
G000437075	296
G000264625	296
G001580195	296
G001578645	296
G000285795	296
G000264605	296
G000020225	296
G000723745	296
G000436395	296
G001940945	296
G001917295	296
G000980515	296
G001318295	297
G001613545	297
G000173075	297
G001917935	297
G001914855	297
G001914875	297
G001919485	297
G001604625	298
G001604605	298
G000172555	298
G000383715	298
G000385295	298
G000155695	299
G001746835	299
G001604585	299
G000438015	299
G001439535	299
G000025905	299
G000382665	299
G000019965	299
G001580015	299
G000972765	299
G001831055	299
G001872735	299
G000383755	299
G000382685	299
G000171235	299
G000242935	299
G001438005	300
G000526255	300
G000379365	300
G000019665	300
G000817245	300
G000953475	300
G001794905	-1
G000008725	301
G000068585	301
G000493885	301
G000174995	301
G000454725	301
G000417695	301
G000830965	301
G001625535	301
G000516655	301
G000024145	301
G000583875	301
G000470765	301
G001466415	301
G000204135	301
G000011165	301
G000007205	301
G002007725	301
G000471025	301
G000007605	301
G000009945	301
G000298495	301
G000700865	301
G000700925	301
G000700845	301
G001469535	301
G001625515	301
G000508025	301
G000508005	301
G000508065	301
G001007125	301
G000091085	301
G001007045	301
G000700885	301
G000700905	301
G000470825	301
G000470805	301
G000008745	301
G001401475	301
G000298555	301
G000417845	301
G001007085	301
G001007065	301
G001007105	301
G000298535	301
G001401455	301
G000786005	301
G001007145	301
G001007025	301
G000317995	301
G000298475	301
G000298415	301
G000338695	301
G001401485	301
G000298435	301
G000298455	301
G000298515	301
G000298375	301
G000204175	301
G001401465	301
G000270445	301
G000687395	301
G000204255	301
G001714565	301
G000687415	301
G000191925	301
G001736045	301
G001714575	301
G000415565	301
G000270425	301
G001736055	301
G001714585	301
G000211155	301
G000270385	301
G000270405	301
G000415685	301
G000417585	301
G001563055	301
G000750955	302
G001794935	302
G000237205	302
G000092785	302
G001618265	302
G000829755	302
G001794895	302
G001464115	302
G001796285	302
G001796105	302
G000253035	302
G001796235	302
G001796095	302
G001897185	302
G000756735	302
G001897225	302
G000813665	302
G001545115	302
G001796255	302
G001794865	302
G001796275	302
G000011565	302
G001499655	302
G000751535	302
G001796175	302
G001796185	302
G001796315	302
G001796065	302
G001017655	303
G001804885	303
G001803255	303
G001803285	303
G001803315	303
G000405125	304
G000402275	304
G000405145	304
G000380785	304
G000493945	304
G001304075	-1
G001412365	-1
G001303225	305
G001303785	305
G001304255	305
G002011615	306
G002010635	306
G002011635	306
G002011675	306
G002010655	306
G000980765	307
G000980745	307
G000980735	307
G002010615	-1
G001508335	308
G001508575	308
G000146065	309
G001603745	309
G001412425	309
G000494005	309
G000402415	309
G001577125	309
G001577185	309
G001802045	310
G001918595	310
G001918525	310
G001920195	310
G001919145	310
G000522985	310
G000010305	310
G000695095	310
G001462235	311
G001462245	311
G001462225	311
G001873075	311
G900142455	311
G001462345	311
G001603875	311
G900142505	311
G900142465	311
G900129715	311
G900129735	311
G900143015	311
G900142485	311
G000146505	311
G000024665	311
G900142475	311
G900142545	311
G001462305	311
G001603905	311
G900142495	311
G001603925	311
G001462315	311
G001304015	312
G001302725	312
G001304315	312
G001304155	312
G001773425	312
G001775405	312
G001775365	312
G001773465	312
G000402455	-1
G001626695	313
G001626755	313
G000402795	313
G000402755	313
G000375825	313
G001626685	313
G001626655	313
G001626675	313
G001626845	313
G001577025	313
G001576985	313
G001872685	314
G000405805	314
G001577215	315
G001508355	315
G001509335	315
G001567545	316
G001871325	316
G001804605	316
G001516025	316
G000258405	316
G001802895	316
G001873185	316
G000279145	316
G001802785	316
G001803365	316
G001802865	316
G001804635	316
G001802995	316
G001802805	316
G001803075	316
G001804665	316
G001804545	316
G001803025	316
G001802205	316
G001802795	316
G001803105	316
G001803345	316
G001803165	316
G001804565	317
G001302225	317
G001567175	317
G001899175	317
G001897535	318
G001439115	318
G001438265	318
G001897855	318
G001897525	318
G900116565	318
G900129465	318
G900094705	318
G000374045	318
G001899605	318
G900142605	318
G900110835	318
G900109685	318
G900115755	318
G900156765	318
G900107765	318
G001623405	318
G001898505	318
G000974785	318
G900129015	318
G900110995	318
G900112615	318
G000515315	318
G900106985	318
G001302245	318
G001601815	318
G001644645	318
G900129295	318
G001464625	318
G900119105	318
G001975825	318
G900102545	318
G001829005	318
G001829035	318
G000511175	318
G000508085	318
G900089555	318
G900089565	318
G900089525	318
G900110245	318
G000246855	318
G000814475	318
G000814325	318
G001896965	318
G001724455	318
G000024005	318
G900114995	318
G900089575	318
G900089545	318
G001898485	318
G001898405	318
G000425585	318
G900101395	318
G000374125	318
G000243115	318
G001654455	318
G001898495	318
G001724695	318
G000020565	319
G000689375	319
G000304455	319
G000426825	320
G900113045	320
G000422585	320
G000265505	320
G000379765	320
G001308105	320
G000812565	320
G000807855	320
G001281695	320
G900100765	320
G900112255	320
G000426725	320
G001483135	320
G000430505	320
G000263195	320
G001683905	320
G000183425	320
G000014145	320
G000379725	320
G000473365	320
G001890965	320
G000169175	320
G001306455	320
G000166395	320
G900103285	320
G000346615	320
G000348925	320
G000331535	320
G001657315	320
G900129725	320
G001567185	320
G900142205	320
G000265075	320
G000972495	320
G000715495	320
G000801315	320
G001647285	320
G000373265	320
G900115665	320
G000427405	320
G001870735	320
G000714815	320
G000390185	320
G001577755	320
G001078055	320
G900156415	320
G000277005	320
G000472485	320
G000973725	320
G001611675	320
G900116885	320
G000482465	320
G001724175	320
G001592935	320
G000325705	320
G000373245	320
G000222485	320
G000737515	320
G000420705	320
G000961955	320
G000423565	320
G000218895	320
G000566685	320
G000383955	320
G000331105	320
G000296815	320
G001593005	320
G001747105	320
G001747095	320
G001592965	320
G900111145	320
G001050135	320
G000427295	320
G000295935	320
G000265405	320
G000382225	320
G000576555	320
G000023125	320
G001267955	320
G001592945	320
G000298295	320
G000330725	320
G000473765	320
G000429445	320
G000429425	320
G000429465	320
G900129785	320
G000166275	320
G001442615	320
G000428845	320
G000701505	320
G001898575	320
G000374025	320
G900107465	320
G000381545	320
G000429405	320
G001314815	320
G900112005	320
G900116615	320
G000374065	320
G000374085	320
G900112365	320
G000974425	320
G000024525	320
G000724545	321
G001567405	321
G000250635	321
G000275825	321
G000212735	321
G000759025	321
G000379805	321
G001625015	321
G000373105	321
G900110645	321
G000709555	322
G000022605	322
G000262715	322
G000334405	322
G000093165	322
G000236405	322
G000233435	322
G000348805	322
G000471965	322
G900116115	323
G001439205	323
G000173095	323
G000220525	323
G900130035	323
G000509405	323
G001439315	323
G000192225	323
G001027945	323
G000174755	323
G000220625	323
G900114085	323
G001483385	323
G000430545	323
G000153225	323
G000766805	323
G001761365	323
G001280865	323
G000466425	323
G000379185	323
G000827695	323
G001553545	323
G900115315	323
G000213295	323
G001874325	323
G000293175	323
G001549985	323
G000246945	323
G000769915	323
G000425465	323
G900116665	323
G000260835	323
G900119185	323
G000173115	323
G001005305	323
G000755305	323
G900106575	323
G000411115	323
G000173675	323
G000318295	323
G000023285	323
G000243275	323
G000297875	323
G000240075	323
G000455605	323
G001438245	323
G000382125	323
G001005315	323
G000154725	323
G001280515	323
G000733475	323
G001438125	323
G000271925	323
G000318255	323
G000833025	323
G900111065	323
G000633375	323
G900115875	323
G001278115	323
G000430025	323
G000422685	323
G001423985	323
G001899155	323
G000260115	323
G000300875	323
G900116365	323
G000511935	323
G001438225	323
G001439215	323
G000024125	323
G900115205	323
G000190595	323
G000831385	323
G001413925	323
G000332115	323
G000255455	323
G000413415	323
G000378485	323
G000769825	323
G000769935	323
G000422725	323
G000498475	323
G000498495	323
G000967805	323
G000686885	323
G000064305	323
G000757385	323
G000220585	323
G001306415	323
G000963865	323
G001280435	323
G001280505	323
G000224335	323
G000348685	323
G000153385	323
G000746845	323
G900102055	323
G000429125	323
G000265385	323
G000430645	323
G900100375	323
G000253275	323
G000427335	323
G000423005	323
G001418105	323
G000755265	323
G000732625	323
G900141785	323
G000769435	323
G001653755	323
G000733945	323
G000196315	323
G000242135	323
G900142635	323
G000419685	323
G000422705	323
G001413955	323
G900129665	323
G000799565	323
G001430825	323
G000153165	323
G001020565	323
G000171875	323
G000828715	323
G000688335	323
G000723205	323
G001439665	323
G000520955	323
G000687915	323
G000423405	323
G900102915	323
G001865835	323
G000297855	323
G000242095	323
G000737695	323
G001683915	323
G000745185	323
G000224085	323
G000468615	323
G000186265	323
G900141935	323
G900103215	323
G000621125	323
G000422365	323
G000518485	323
G000934685	323
G000943555	323
G000520995	323
G000430665	323
G000152985	323
G900129005	323
G001564225	323
G000423585	323
G000424665	323
G000243235	323
G000023465	323
G001481655	323
G001705175	323
G000016645	323
G001761465	323
G000611675	323
G900112295	323
G900142405	323
G900101815	323
G000826645	323
G000797465	323
G000799465	323
G000211855	323
G001971785	323
G000764755	323
G001310225	323
G000258765	323
G000744275	323
G001431365	323
G000807225	323
G900100165	323
G000695795	323
G000744835	323
G000424985	323
G000429545	323
G900129275	323
G900141855	323
G000744105	323
G900155985	323
G001865655	323
G000826655	323
G000425305	323
G000797445	323
G001418015	323
G000764775	323
G900111025	323
G000283015	323
G000789235	323
G000941055	323
G000425645	323
G000153485	323
G000355905	323
G900099815	323
G000378765	323
G001889005	323
G001485415	323
G000242075	323
G000425505	323
G000733925	323
G001748465	323
G000973105	323
G000744555	323
G001447995	323
G000423045	323
G000252125	323
G000264055	323
G900105545	323
G900105105	323
G000060345	323
G900105035	323
G001437985	324
G001437955	324
G001439105	324
G000236705	324
G000736515	324
G001438015	324
G001438305	324
G001438175	324
G000265465	324
G001418685	324
G900089075	324
G000189415	324
G900115015	324
G000374405	324
G000252855	324
G000495935	324
G000382425	324
G900142565	324
G900141665	324
G000301075	324
G001747495	324
G001045435	324
G000426465	324
G000023725	324
G000735695	324
G000735135	324
G000735105	324
G000812865	324
G000422265	324
G000812875	324
G000729985	324
G001693475	324
G001424585	324
G000737665	324
G900116415	324
G900111495	324
G000430825	324
G000430845	324
G000737775	324
G001424105	324
G001424145	324
G001507335	324
G000333355	324
G900142445	324
G000737705	324
G001045465	324
G001295265	324
G001507325	324
G001420285	324
G900129245	324
G000799195	324
G900142785	324
G000737765	324
G001021975	324
G900113975	324
G000799335	324
G000723505	325
G000427365	325
G000231275	325
G000321205	325
G001603555	325
G001915415	325
G000786575	325
G900104605	325
G000311925	325
G000154465	325
G000265365	325
G000210575	325
G001941065	325
G000285455	325
G000312145	325
G000769115	326
G000614355	326
G000212375	326
G000375645	326
G000614585	326
G000174815	326
G000768955	326
G000010505	326
G000379945	326
G000379925	326
G000372405	326
G000435035	326
G000769075	326
G000768875	326
G001553215	326
G000565015	326
G000296465	327
G000512915	327
G001403595	327
G000803105	327
G001701295	327
G000437495	327
G000212915	327
G000375405	327
G001689645	327
G001689415	327
G001701115	327
G000312445	327
G000428125	327
G000436895	327
G000205165	327
G900102385	327
G000318095	327
G001689425	327
G000702225	327
G000702285	327
G001941205	327
G001689655	327
G000613805	327
G900128475	327
G000159995	327
G000234115	327
G000437675	327
G900107705	327
G900115435	327
G000585355	327
G000146675	327
G000438395	327
G000434735	327
G000499785	327
G000517545	327
G000434455	327
G900106785	327
G000621725	327
G000834015	327
G000436135	327
G000190575	327
G000374585	327
G000436055	327
G000157915	327
G000187895	327
G001318345	327
G000315485	327
G000154525	327
G000511775	327
G900100635	327
G900104295	327
G900110895	327
G900107065	327
G000431935	327
G000438035	327
G000012825	327
G000436795	327
G000154845	327
G000154205	327
G000195635	327
G001915435	327
G000381365	327
G000434095	327
G000614145	327
G000746155	327
G900110085	327
G000436595	327
G000433175	327
G000436695	327
G000434975	327
G000379965	327
G000702825	327
G000619985	327
G000687715	327
G000431195	327
G001275135	327
G000437535	327
G000235885	327
G001444445	327
G000185145	327
G000436915	327
G000599385	327
G000009925	327
G000598465	327
G000598965	327
G000433375	327
G000614205	327
G000378085	327
G000177075	327
G000455445	327
G000437995	327
G001915455	327
G000433575	327
G900112275	327
G900142855	327
G000025925	327
G000762865	327
G001314975	327
G000011065	327
G001915495	327
G000436855	327
G000436435	327
G900102205	327
G000701965	327
G000159075	327
G001314995	327
G000262545	327
G000378745	327
G000613925	327
G000614065	327
G000614105	327
G900111525	327
G000430525	327
G000688375	327
G000613345	327
G000218235	327
G000426585	327
G000193395	327
G000191065	327
G001262015	327
G000242335	327
G000373185	327
G000184945	327
G000287635	327
G000144405	327
G001683355	327
G000220235	327
G000220255	327
G000614025	327
G000758925	327
G000160535	327
G000613785	327
G000435635	327
G000261025	327
G000382385	327
G000424185	327
G000426565	327
G000179055	327
G000431915	327
G000439065	327
G000519165	327
G000185845	327
G000613505	327
G000424605	327
G900103315	327
G000157935	327
G000436035	327
G000434515	327
G000768855	328
G000163695	328
G001603405	328
G000183135	328
G001603385	328
G000238215	328
G000010645	328
G001898935	328
G001724935	328
G001704385	328
G000012845	328
G001897035	328
G900095795	328
G000428565	328
G000969835	328
G000307375	328
G000433955	328
G001261715	328
G000426485	328
G000213575	328
G001896655	328
G001768395	328
G001261735	328
G001282625	328
G000953535	328
G001602775	328
G000711235	328
G000213555	328
G000380985	328
G900114365	328
G900107785	328
G900095135	328
G001421095	329
G000798815	329
G900096565	329
G000473305	329
G001603425	329
G001602885	329
G000432655	329
G001769725	329
G000432515	329
G000435075	329
G000431015	329
G000433355	329
G001769775	329
G001768435	329
G001443605	330
G001603565	330
G001603415	330
G001769295	330
G001310955	330
G000621705	330
G001769615	330
G001660705	330
G001304505	330
G001769625	330
G001769225	330
G001769535	330
G001769705	330
G001768155	330
G001768565	330
G001768405	330
G001768235	330
G001487125	330
G000435735	330
G001659685	330
G000517065	330
G000974365	330
G000259075	330
G001270965	330
G001304045	330
G001303955	330
G001769635	330
G001769315	330
G001768485	330
G001769435	330
G001769045	330
G000832075	330
G000832085	330
G900091675	330
G000379665	330
G000519105	330
G001915615	330
G001915655	330
G000190535	330
G900091655	330
G000433935	330
G000432935	330
G000243215	330
G000517085	330
G000583675	330
G000220155	330
G900129025	330
G900141875	330
G000949475	330
G001768245	330
G001768195	330
G001768305	330
G001769695	330
G001769505	330
G001768285	330
G001768355	330
G000250735	330
G000191885	330
G900111425	330
G000626635	330
G001768205	330
G001769245	330
G001768535	330
G001513285	331
G001872995	331
G001769115	331
G001769275	331
G001769455	331
G001543385	331
G001543405	331
G001543395	331
G001509275	331
G001603695	331
G001603685	331
G001192835	331
G001567275	332
G000242635	332
G900109895	332
G900109365	332
G000427965	332
G001652725	332
G000302595	332
G000190735	332
G900109575	332
G000192845	332
G000799115	332
G000425145	332
G001412215	332
G900116225	332
G000757725	332
G900102835	332
G000783305	332
G000143765	332
G900103545	332
G000422945	332
G000403135	332
G001730525	332
G000166195	332
G001705515	332
G001423945	332
G001424305	332
G000814685	332
G000416985	332
G000747525	332
G001006065	332
G000686625	332
G900142915	332
G001027745	332
G900101435	332
G002000245	332
G001596135	332
G002013915	332
G001636615	332
G001898335	332
G000258495	332
G000708265	332
G900107535	332
G000832545	332
G900103515	332
G900100435	332
G000170795	332
G001952815	332
G000333295	332
G900100945	332
G900100705	332
G900111825	332
G000633455	332
G000722885	332
G900112985	332
G000410815	332
G000023825	332
G001412655	332
G000988325	332
G900103125	332
G900155965	332
G900101875	332
G900110415	332
G001442625	332
G001421515	332
G001721645	332
G001899705	332
G001808025	332
G900103665	332
G900129215	332
G000341755	333
G000981645	333
G001874165	333
G900116425	333
G000621625	333
G001661595	333
G001899145	333
G000194605	333
G001800985	333
G001802265	333
G001801015	333
G000024845	334
G001314545	334
G000419585	334
G000013045	334
G000375425	334
G900129315	334
G000375465	334
G001650905	334
G001564065	334
G001715195	334
G000020525	335
G000020625	335
G000020545	335
G000006985	335
G000020505	335
G000020465	335
G000015125	335
G000012485	335
G000016085	335
G000012585	335
G000020645	335
G001975465	335
G000168715	335
G001919105	336
G001442855	336
G001802215	336
G001536065	336
G001804555	336
G001804625	336
G001536105	336
G001536165	336
G001442845	336
G001485645	336
G001536125	336
G001536045	336
G001536185	336
G001536085	336
G001442935	336
G001458535	336
G001536205	336
G001458575	336
G001536005	336
G001536025	336
G001535985	336
G001536145	336
G001535965	336
G001485625	336
G001442925	336
G001779875	-1
G000403035	337
G000478645	337
G001789275	338
G000474745	338
G001462255	338
G001045525	338
G001304035	339
G001886815	339
G001771055	339
G002011685	339
G001771235	339
G001643615	339
G001577135	340
G000404745	340
G000397885	340
G001777945	341
G001304335	341
G001304185	341
G001303705	341
G001302835	341
G001875255	-1
G001780165	342
G001780795	342
G001780825	342
G001780805	342
G001774505	-1
G001800565	343
G001800635	343
G001799555	343
G001799975	343
G001871125	343
G001027545	343
G001800095	343
G001799925	343
G001800325	343
G001800495	343
G001800525	343
G001800355	343
G001800205	343
G001800425	343
G001800455	343
G001800315	343
G001800235	343
G001800475	343
G000513475	344
G000996695	344
G001000065	344
G000996275	344
G001772305	345
G001771315	345
G000989525	345
G000991965	345
G000989195	345
G000991385	345
G000991575	345
G001468885	345
G000385635	345
G001468845	345
G001468865	345
G000980755	346
G000404705	346
G000404605	346
G000404665	346
G000403075	346
G000404685	346
G000494225	346
G000402115	346
G000010325	347
G000276965	347
G000935065	347
G000092245	347
G001655195	347
G000014025	347
G000284235	347
G000585195	347
G900115615	347
G000830255	347
G000585155	347
G000522465	347
G000186245	347
G000830175	347
G000747095	347
G000147355	347
G000375865	347
G000183725	347
G001829625	347
G000296775	347
G000987835	347
G000010345	347
G001829555	347
G001830715	347
G001830745	347
G001830725	347
G001830665	347
G000445475	347
G000242915	347
G001871315	347
G001873135	347
G001829695	347
G000310245	347
G001830805	347
G001829785	347
G001829775	347
G000012965	347
G001829605	347
G001830685	347
G001829715	347
G001829755	347
G001829705	347
G001830775	347
G001829655	347
G001829675	347
G000196135	348
G000518225	348
G000687535	348
G000158455	348
G000765745	348
G000765665	348
G000162575	348
G000155495	348
G000349975	348
G000762875	348
G000686565	348
G000763135	348
G000091985	348
G000007905	348
G000509365	348
G000200595	348
G001460635	348
G000762845	348
G000507865	348
G000507845	348
G000237285	348
G000259255	348
G000259275	348
G000009305	348
G000187625	348
G000740095	348
G001283065	348
G001282945	348
G000274945	348
G000008525	348
G000274045	348
G000274085	348
G000170735	349
G000021725	349
G000523275	349
G000597725	349
G000789415	349
G000705255	349
G000019205	349
G001548055	349
G001602955	349
G000024885	349
G000265295	349
G000813345	349
G000017465	349
G001298465	349
G000736415	349
G000816185	349
G000816345	349
G000621005	349
G000620965	349
G000509875	349
G000568815	349
G000743525	349
G000495505	349
G001643955	349
G000597805	349
G001190755	349
G001190745	349
G000017585	349
G002019865	349
G001497255	349
G001483845	349
G000314405	349
G000583775	349
G001547735	350
G000421485	350
G001968985	350
G000185805	350
G000191045	350
G000020785	350
G000021565	350
G000703085	350
G000173615	350
G000008625	350
G000619805	350
G000021545	350
G000164905	350
G000010785	350
G000025605	350
G000512735	350
G000702425	350
G000517565	351
G000744435	351
G000420385	351
G000194135	351
G000526195	351
G000989975	352
G000989255	352
G001468925	352
G001468855	352
G000989955	352
G000992305	352
G000224765	353
G001627915	353
G001627895	353
G000484715	353
G001627975	353
G001627675	353
G000213335	353
G000213355	353
G001627955	353
G001469005	353
G001627685	353
G001627765	353
G001627755	353
G001627835	353
G001627815	353
G001627735	353
G001627845	353
G001627865	353
G001627795	353
G002010715	354
G001775695	354
G000398345	354
G001773915	354
G001773925	354
G000398305	354
G000405625	354
G000493965	354
G001767145	355
G001767075	355
G001767115	355
G000014905	355
G000702445	355
G000381625	355
G000014005	355
G001920165	355
G001917825	355
G000620725	355
G001449115	355
G000381585	355
G000179915	355
G000178955	355
G001917495	355
G001918935	355
G000688455	355
G900105625	355
G000178975	355
G000022565	355
G001006305	355
G000800015	355
G900102185	355
G000381605	355
G001725305	355
G000745965	355
G000688615	355
G000421065	355
G001918395	356
G001914735	356
G001919445	356
G001920815	356
G001919715	356
G001920375	356
G001914775	356
G001917435	356
G001920155	356
G001917455	356
G001914785	356
G000226295	357
G001918905	357
G000820845	357
G001464665	357
G001567505	357
G001464455	357
G001919385	358
G001919435	358
G001920835	358
G001918885	358
G001920875	358
G001919455	358
G000687145	359
G000242615	359
G000428885	359
G001780385	-1
G000737325	360
G001263205	360
G001931505	360
G001312805	360
G001931535	360
G000067165	360
G001189295	360
G000601485	360
G000024805	361
G900112715	361
G000737335	361
G000170895	361
G001917705	362
G000017505	362
G000022145	362
G001263175	362
G000335475	362
G001027285	362
G000165485	362
G000737315	362
G000255295	362
G000331735	362
G000219105	362
G000012685	362
G001799195	-1
G001769975	363
G001770085	363
G001771845	363
G001770125	363
G001770035	363
G001770005	363
G001769995	363
G001770105	363
G001770015	363
G001771825	363
G001769855	364
G000210915	364
G000447755	364
G000443995	364
G000447795	364
G000447775	364
G001874305	364
G001464715	365
G001464795	365
G000348725	365
G000525675	365
G001771815	365
G001769935	365
G001592735	365
G000786105	365
G000317895	365
G001592745	365
G001592755	365
G000691605	365
G000196175	365
G001907975	366
G001748245	366
G001770165	367
G001769835	367
G001769915	367
G001770075	367
G001770175	367
G001769475	367
G001769805	367
G000341545	368
G001803565	368
G001803615	368
G001804965	368
G001805005	368
G001804905	368
G001044495	368
G001044505	368
G000375745	368
G000375765	368
G000372225	368
G001804945	368
G001803525	368
G001804975	368
G001803535	368
G001804915	368
G001803845	369
G001803705	369
G001803885	369
G001803765	369
G001805085	369
G002010775	369
G000020985	369
G000423865	369
G002011735	369
G002011715	369
G002011745	369
G000714715	369
G002010755	369
G002011795	369
G001803685	369
G002011815	369
G001803605	369
G001803635	369
G001803645	369
G001871685	369
G001803785	369
G001805185	369
G001303745	369
G001803955	369
G001805135	369
G001805295	369
G001805125	369
G001803715	369
G001830135	369
G001873265	369
G001803945	369
G001805105	369
G001803815	370
G001914935	370
G001805165	370
G001643555	370
G001805025	370
G001917575	370
G001805205	370
G001803925	370
G001805235	370
G000196815	370
G001724505	370
G001273775	370
G001464735	370
G001795505	371
G001798395	371
G001798535	371
G001798235	371
G001798715	371
G001799065	371
G001798185	371
G001799115	371
G001799095	371
G001799015	371
G000485155	372
G000013405	372
G001797845	372
G001798915	372
G001873675	372
G001412345	372
G001683985	372
G000747625	372
G000816445	372
G000753945	372
G001829875	372
G001830855	372
G001873745	372
G001829835	372
G001797945	372
G001830835	372
G001798415	373
G001797495	373
G001799025	373
G001798015	373
G001797515	373
G001797935	373
G001797745	373
G001797895	373
G001873905	373
G001302765	373
G001304105	373
G001797505	373
G001797465	373
G001795535	373
G001798975	373
G001798425	373
G001795495	373
G001798855	373
G001798755	373
G001797735	373
G001798005	373
G001595385	373
G001795545	373
G001797595	373
G001798625	373
G001797585	373
G001797665	373
G001798485	373
G001806225	373
G001798155	373
G000512235	374
G000266945	374
G000384395	374
G000020385	374
G000813145	374
G900142125	374
G000167355	374
G001751155	374
G900107645	374
G000711225	374
G000820505	374
G000827125	374
G001802645	374
G001802095	374
G000015045	374
G000007985	374
G000020725	374
G000012885	374
G001751225	374
G001278055	374
G000472285	374
G001802615	374
G000817955	374
G000012925	374
G000022265	374
G000016745	374
G001824455	374
G001799505	374
G000526155	375
G001443455	375
G001798055	375
G000934745	376
G000024325	376
G000620765	376
G001748225	376
G900104045	376
G000174435	376
G000519265	376
G000717475	376
G000468495	376
G000023225	376
G000428825	376
G000445205	376
G001507915	376
G000934755	376
G000686525	376
G000429305	376
G000519125	376
G000429325	376
G000482745	376
G000012665	376
G001672295	376
G000430005	376
G900143255	376
G000212675	376
G900129975	376
G000021385	376
G000195755	376
G000010665	376
G000526455	376
G000245055	376
G000711295	376
G000429985	376
G000422565	376
G000422525	376
G000701705	376
G900116045	376
G000702665	376
G000179555	376
G000422205	376
G000422245	376
G000711735	376
G000420485	376
G000384815	376
G900142115	376
G001975945	376
G001553605	376
G000023445	376
G000331715	376
G000055945	376
G000420465	376
G000425265	376
G000331025	376
G001311825	376
G000375485	376
G000189295	376
G000022125	376
G900119095	376
G000176915	376
G000341895	376
G001687335	377
G000421585	377
G000217795	377
G001652585	377
G001548275	377
G000215975	377
G000746255	377
G000746435	377
G000734015	377
G000423845	377
G000421605	377
G001854245	378
G001311845	378
G000961655	378
G001443525	378
G000429925	378
G001797695	378
G000483025	378
G000472805	378
G001871035	378
G001751005	378
G001751165	378
G001750905	379
G001751075	379
G001751085	379
G001292585	379
G000021905	379
G000429905	379
G000018405	379
G000426225	379
G900101345	379
G000020365	379
G000421285	379
G000420085	379
G000745975	379
G900105645	379
G000307105	379
G000373985	379
G000233695	379
G001799425	379
G001798685	379
G001799395	379
G001799405	379
G001577715	380
G000143965	380
G001184205	380
G000931935	380
G002011895	-1
G001914235	381
G001873115	381
G900130015	381
G000092205	381
G000403885	381
G000403925	381
G000341395	381
G001799285	381
G001799255	381
G000621145	381
G000186885	381
G000429945	381
G000429965	381
G900143695	381
G000025945	381
G900104445	381
G001750995	381
G001751145	381
G001750925	381
G900114975	382
G000195295	382
G001797675	382
G900129305	382
G000014965	382
G001797785	382
G001799325	382
G001798945	382
G001874005	382
G000179315	382
G000422285	382
G001311565	383
G001577525	383
G001304365	383
G002011845	384
G001775245	384
G001443445	384
G001798805	384
G001918165	384
G001797435	384
G001643535	385
G001914375	385
G000091165	385
G001790645	385
G001790715	385
G001788635	385
G001790785	385
G001790675	385
G001790865	385
G001790855	385
G000284315	386
G000755505	386
G001186405	386
G000262365	386
G001280545	386
G000299235	386
G000695975	386
G002002505	386
G002002665	386
G001798265	387
G001798105	387
G001798475	387
G001798315	387
G001797335	387
G001798085	387
G001798655	388
G001798605	388
G001918335	389
G001920795	389
G000371825	390
G000419485	390
G000163555	390
G001719325	390
G001703975	390
G000750175	390
G000195085	390
